試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数,date,year,month,day,weekday,result,延期or中止
1451,1146,,2017.09.20,第97回天皇杯全日本サッカー選手権大会 ラウンド16(4回戦),鹿島アントラーズ,熊谷スポーツ文化公園陸上競技場,E,N,● 2 - 4,2,4,10051,2017-09-20,2017,9,20,水,L,False
1452,1147,813,2017.09.23,2017明治安田生命J1リーグ 第27節,サガン鳥栖,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,29557,2017-09-23,2017,9,23,土,D,False
1453,1148,,2017.09.27,AFCチャンピオンズリーグ2017 準決勝 第1戦,上海上港(中国),上海体育場,ACL,A,△ 1 - 1,1,1,33513,2017-09-27,2017,9,27,水,D,False
1454,1149,814,2017.10.01,2017明治安田生命J1リーグ 第28節,ベガルタ仙台,ユアテックスタジアム仙台,L,A,○ 3 - 2,3,2,18026,2017-10-01,2017,10,1,日,W,False
1455,1150,815,2017.10.14,2017明治安田生命J1リーグ 第29節,ヴィッセル神戸,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,29931,2017-10-14,2017,10,14,土,D,False
1456,1151,,2017.10.18,AFCチャンピオンズリーグ2017 準決勝 第2戦,上海上港(中国),埼玉スタジアム2002,ACL,H,○ 1 - 0,1,0,44357,2017-10-18,2017,10,18,水,W,False
1457,1152,816,2017.10.22,2017明治安田生命J1リーグ 第30節,ガンバ大阪,埼玉スタジアム2002,L,H,△ 3 - 3,3,3,21603,2017-10-22,2017,10,22,日,D,False
1458,1153,817,2017.10.29,2017明治安田生命J1リーグ 第31節,サンフレッチェ広島,エディオンスタジアム広島,L,A,○ 1 - 0,1,0,17178,2017-10-29,2017,10,29,日,W,False
1459,1154,818,2017.11.05,2017明治安田生命J1リーグ 第32節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 1,0,1,33356,2017-11-05,2017,11,5,日,L,False
1460,1155,,2017.11.18,AFCチャンピオンズリーグ2017 決勝 第1戦,アルヒラル(サウジアラビア),キング・ファハド国際スタジアム,ACL,A,△ 1 - 1,1,1,59136,2017-11-18,2017,11,18,土,D,False
1461,1156,,2017.11.25,AFCチャンピオンズリーグ2017 決勝 第2戦,アルヒラル(サウジアラビア),埼玉スタジアム2002,ACL,H,○ 1 - 0,1,0,57727,2017-11-25,2017,11,25,土,W,False
1462,1157,819,2017.11.29,2017明治安田生命J1リーグ 第33節,川崎フロンターレ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,24605,2017-11-29,2017,11,29,水,L,False
1463,1158,820,2017.12.02,2017明治安田生命J1リーグ 第34節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 0 - 1,0,1,41618,2017-12-02,2017,12,2,土,L,False
1464,1159,,2017.12.09,FIFAクラブワールドカップ UAE 2017 準々決勝,アルジャジーラ(UAE),ザイード・スポーツシティ・スタジアム,FCWC,N,● 0 - 1,0,1,15593,2017-12-09,2017,12,9,土,L,False
1465,1160,,2017.12.12,FIFAクラブワールドカップ UAE 2017 5位決定戦,ウィダード・カサブランカ(モロッコ),ハッザ・ビン・ザイード・スタジアム,FCWC,N,○ 3 - 2,3,2,4281,2017-12-12,2017,12,12,火,W,False
1466,1161,821,2018.02.24,2018明治安田生命J1リーグ 第1節,FC東京,味の素スタジアム,L,A,△ 1 - 1,1,1,35951,2018-02-24,2018,2,24,土,D,False
1467,1162,822,2018.03.04,2018明治安田生命J1リーグ 第2節,サンフレッチェ広島,埼玉スタジアム2002,L,H,● 1 - 2,1,2,41324,2018-03-04,2018,3,4,日,L,False
1468,1163,,2018.03.07,2018JリーグYBCルヴァンカップ グループステージ 第1節,名古屋グランパス,パロマ瑞穂スタジアム,LC,A,○ 4 - 1,4,1,9491,2018-03-07,2018,3,7,水,W,False
1469,1164,823,2018.03.10,2018明治安田生命J1リーグ 第3節,V・ファーレン長崎,トランスコスモススタジアム長崎,L,A,△ 1 - 1,1,1,15975,2018-03-10,2018,3,10,土,D,False
1470,1165,,2018.03.14,2018JリーグYBCルヴァンカップ グループステージ 第2節,ガンバ大阪,埼玉スタジアム2002,LC,H,● 1 - 4,1,4,21897,2018-03-14,2018,3,14,水,L,False
1471,1166,824,2018.03.18,2018明治安田生命J1リーグ 第4節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 0 - 1,0,1,33168,2018-03-18,2018,3,18,日,L,False
1472,1167,825,2018.04.01,2018明治安田生命J1リーグ 第5節,ジュビロ磐田,エコパスタジアム,L,A,● 1 - 2,1,2,21755,2018-04-01,2018,4,1,日,L,False
1473,1168,,2018.04.04,2018JリーグYBCルヴァンカップ グループステージ 第3節,サンフレッチェ広島,エディオンスタジアム広島,LC,A,△ 0 - 0,0,0,8697,2018-04-04,2018,4,4,水,D,False
1474,1169,826,2018.04.07,2018明治安田生命J1リーグ 第6節,ベガルタ仙台,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,28984,2018-04-07,2018,4,7,土,W,False
1475,1170,827,2018.04.11,2018明治安田生命J1リーグ 第7節,ヴィッセル神戸,ノエビアスタジアム神戸,L,A,○ 3 - 2,3,2,9758,2018-04-11,2018,4,11,水,W,False
1476,1171,828,2018.04.15,2018明治安田生命J1リーグ 第8節,清水エスパルス,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,28295,2018-04-15,2018,4,15,日,W,False
1477,1172,,2018.04.18,2018JリーグYBCルヴァンカップ グループステージ 第4節,ガンバ大阪,パナソニックスタジアム吹田,LC,A,○ 1 - 0,1,0,9516,2018-04-18,2018,4,18,水,W,False
1478,1173,829,2018.04.21,2018明治安田生命J1リーグ 第9節,北海道コンサドーレ札幌,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,39091,2018-04-21,2018,4,21,土,D,False
1479,1174,830,2018.04.25,2018明治安田生命J1リーグ 第10節,柏レイソル,三協フロンテア柏スタジアム,L,A,● 0 - 1,0,1,11257,2018-04-25,2018,4,25,水,L,False
1480,1175,831,2018.04.28,2018明治安田生命J1リーグ 第11節,湘南ベルマーレ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,33132,2018-04-28,2018,4,28,土,L,False
1481,1176,832,2018.05.02,2018明治安田生命J1リーグ 第12節,川崎フロンターレ,等々力陸上競技場,L,A,○ 2 - 0,2,0,22817,2018-05-02,2018,5,2,水,W,False
1482,1177,833,2018.05.05,2018明治安田生命J1リーグ 第13節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 1,0,1,33647,2018-05-05,2018,5,5,土,L,False
1483,1178,,2018.05.09,2018JリーグYBCルヴァンカップ グループステージ 第5節,名古屋グランパス,埼玉スタジアム2002,LC,H,○ 2 - 0,2,0,15960,2018-05-09,2018,5,9,水,W,False
1484,1179,834,2018.05.13,2018明治安田生命J1リーグ 第14節,サガン鳥栖,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,40137,2018-05-13,2018,5,13,日,D,False
1485,1180,,2018.05.16,2018JリーグYBCルヴァンカップ グループステージ 第6節,サンフレッチェ広島,埼玉スタジアム2002,LC,H,○ 1 - 0,1,0,17530,2018-05-16,2018,5,16,水,W,False
1486,1181,835,2018.05.19,2018明治安田生命J1リーグ 第15節,ガンバ大阪,パナソニックスタジアム吹田,L,A,△ 0 - 0,0,0,25361,2018-05-19,2018,5,19,土,D,False
1487,1182,,2018.06.02,2018JリーグYBCルヴァンカップ プレーオフステージ 第1戦,ヴァンフォーレ甲府,山梨中銀スタジアム,LC,A,● 0 - 2,0,2,10337,2018-06-02,2018,6,2,土,L,False
1488,1183,,2018.06.06,天皇杯 JFA 第98回全日本サッカー選手権大会 2回戦,Y.S.C.C.横浜,浦和駒場スタジアム,E,N,○ 3 - 0,3,0,4276,2018-06-06,2018,6,6,水,W,False
1489,1184,,2018.06.09,2018JリーグYBCルヴァンカップ プレーオフステージ 第2戦,ヴァンフォーレ甲府,埼玉スタジアム2002,LC,H,○ 2 - 1,2,1,22664,2018-06-09,2018,6,9,土,W,False
1490,1185,,2018.07.11,天皇杯 JFA 第98回全日本サッカー選手権大会 3回戦,松本山雅FC,松本平広域公園総合球技場,E,N,○ 2 - 1,2,1,12077,2018-07-11,2018,7,11,水,W,False
1491,1186,836,2018.07.18,2018明治安田生命J1リーグ 第16節,名古屋グランパス,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,21250,2018-07-18,2018,7,18,水,W,False
1492,1187,837,2018.07.22,2018明治安田生命J1リーグ 第17節,セレッソ大阪,ヤンマースタジアム長居,L,A,△ 1 - 1,1,1,27915,2018-07-22,2018,7,22,日,D,False
1493,1188,838,2018.07.28,2018明治安田生命J1リーグ 第18節,サンフレッチェ広島,エディオンスタジアム広島,L,A,○ 4 - 1,4,1,16944,2018-07-28,2018,7,28,土,W,False
1494,1189,839,2018.08.01,2018明治安田生命J1リーグ 第19節,川崎フロンターレ,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,28215,2018-08-01,2018,8,1,水,W,False
1495,1190,840,2018.08.05,2018明治安田生命J1リーグ 第20節,V・ファーレン長崎,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,29051,2018-08-05,2018,8,5,日,D,False
1496,1191,841,2018.08.11,2018明治安田生命J1リーグ 第21節,サガン鳥栖,ベストアメニティスタジアム,L,A,● 0 - 1,0,1,19681,2018-08-11,2018,8,11,土,L,False
1497,1192,842,2018.08.15,2018明治安田生命J1リーグ 第22節,ジュビロ磐田,埼玉スタジアム2002,L,H,○ 4 - 0,4,0,33824,2018-08-15,2018,8,15,水,W,False
1498,1193,843,2018.08.19,2018明治安田生命J1リーグ 第23節,清水エスパルス,IAIスタジアム日本平,L,A,△ 3 - 3,3,3,14914,2018-08-19,2018,8,19,日,D,False
1499,1194,,2018.08.22,天皇杯 JFA 第98回全日本サッカー選手権大会 ラウンド16(4回戦),東京ヴェルディ,熊谷スポーツ文化公園陸上競技場,E,N,○ 1 - 0,1,0,6458,2018-08-22,2018,8,22,水,W,False
1500,1195,844,2018.08.26,2018明治安田生命J1リーグ 第24節,名古屋グランパス,豊田スタジアム,L,A,● 1 - 4,1,4,26410,2018-08-26,2018,8,26,日,L,False
1501,1196,845,2018.09.01,2018明治安田生命J1リーグ 第25節,セレッソ大阪,埼玉スタジアム2002,L,H,● 1 - 2,1,2,27337,2018-09-01,2018,9,1,土,L,False
1502,1197,846,2018.09.16,2018明治安田生命J1リーグ 第26節,横浜F・マリノス,日産スタジアム,L,A,○ 2 - 1,2,1,41686,2018-09-16,2018,9,16,日,W,False
1503,1198,847,2018.09.23,2018明治安田生命J1リーグ 第27節,ヴィッセル神戸,埼玉スタジアム2002,L,H,○ 4 - 0,4,0,55689,2018-09-23,2018,9,23,日,W,False
1504,1199,848,2018.09.30,2018明治安田生命J1リーグ 第28節,柏レイソル,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,26431,2018-09-30,2018,9,30,日,W,False
1505,1200,849,2018.10.07,2018明治安田生命J1リーグ 第29節,ベガルタ仙台,ユアテックスタジアム仙台,L,A,△ 1 - 1,1,1,18276,2018-10-07,2018,10,7,日,D,False
1506,1201,850,2018.10.20,2018明治安田生命J1リーグ 第30節,鹿島アントラーズ,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,46893,2018-10-20,2018,10,20,土,W,False
1507,1202,,2018.10.24,天皇杯 JFA 第98回全日本サッカー選手権大会 準々決勝,サガン鳥栖,熊谷スポーツ文化公園陸上競技場,E,N,○ 2 - 0,2,0,7867,2018-10-24,2018,10,24,水,W,False
1508,1203,851,2018.11.03,2018明治安田生命J1リーグ 第31節,ガンバ大阪,埼玉スタジアム2002,L,H,● 1 - 3,1,3,43943,2018-11-03,2018,11,3,土,L,False
1509,1204,852,2018.11.10,2018明治安田生命J1リーグ 第32節,北海道コンサドーレ札幌,札幌厚別公園競技場,L,A,○ 2 - 1,2,1,12723,2018-11-10,2018,11,10,土,W,False
1510,1205,853,2018.11.24,2018明治安田生命J1リーグ 第33節,湘南ベルマーレ,Shonan BMW スタジアム平塚,L,A,● 1 - 2,1,2,14711,2018-11-24,2018,11,24,土,L,False
1511,1206,854,2018.12.01,2018明治安田生命J1リーグ 第34節,FC東京,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,46770,2018-12-01,2018,12,1,土,W,False
1512,1207,,2018.12.05,天皇杯 JFA 第98回全日本サッカー選手権大会 準決勝,鹿島アントラーズ,茨城県立カシマサッカースタジアム,E,N,○ 1 - 0,1,0,13949,2018-12-05,2018,12,5,水,W,False
1513,1208,,2018.12.09,天皇杯 JFA 第98回全日本サッカー選手権大会 決勝,ベガルタ仙台,埼玉スタジアム2002,E,N,○ 1 - 0,1,0,50978,2018-12-09,2018,12,9,日,W,False
1514,1209,,2019.02.16,FUJI XEROX SUPER CUP 2019,川崎フロンターレ,埼玉スタジアム2002,SC,N,● 0 - 1,0,1,52587,2019-02-16,2019,2,16,土,L,False
1515,1210,855,2019.02.23,2019明治安田生命J1リーグ 第1節,ベガルタ仙台,ユアテックスタジアム仙台,L,A,△ 0 - 0,0,0,18567,2019-02-23,2019,2,23,土,D,False
1516,1211,856,2019.03.02,2019明治安田生命J1リーグ 第2節,北海道コンサドーレ札幌,埼玉スタジアム2002,L,H,● 0 - 2,0,2,41109,2019-03-02,2019,3,2,土,L,False
1517,1212,,2019.03.06,AFCチャンピオンズリーグ2019 グループステージ MD1,ブリーラム・ユナイテッド,埼玉スタジアム2002,ACL,H,○ 3 - 0,3,0,20056,2019-03-06,2019,3,6,水,W,False
1518,1213,857,2019.03.09,2019明治安田生命J1リーグ 第3節,松本山雅FC,サンプロ アルウィン,L,A,○ 1 - 0,1,0,18922,2019-03-09,2019,3,9,土,W,False
1519,1214,,2019.03.13,AFCチャンピオンズリーグ2019 グループステージ MD2,北京国安,北京工人体育場,ACL,A,△ 0 - 0,0,0,43112,2019-03-13,2019,3,13,水,D,False
1520,1215,858,2019.03.17,2019明治安田生命J1リーグ 第4節,セレッソ大阪,ヤンマースタジアム長居,L,A,○ 2 - 1,2,1,21022,2019-03-17,2019,3,17,日,W,False
1521,1216,859,2019.03.30,2019明治安田生命J1リーグ 第5節,FC東京,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,39055,2019-03-30,2019,3,30,土,D,False
1522,1217,860,2019.04.05,2019明治安田生命J1リーグ 第6節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 0 - 3,0,3,32555,2019-04-05,2019,4,5,金,L,False
1523,1218,,2019.04.09,AFCチャンピオンズリーグ2019 グループステージ MD3,全北現代モータース,埼玉スタジアム2002,ACL,H,● 0 - 1,0,1,20118,2019-04-09,2019,4,9,火,L,False
1524,1219,861,2019.04.14,2019明治安田生命J1リーグ 第7節,ガンバ大阪,パナソニックスタジアム吹田,L,A,○ 1 - 0,1,0,27870,2019-04-14,2019,4,14,日,W,False
1525,1220,862,2019.04.20,2019明治安田生命J1リーグ 第8節,ヴィッセル神戸,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,54599,2019-04-20,2019,4,20,土,W,False
1526,1221,,2019.04.24,AFCチャンピオンズリーグ2019 グループステージ MD4,全北現代モータース,全州ワールドカップスタジアム,ACL,A,● 1 - 2,1,2,8096,2019-04-24,2019,4,24,水,L,False
1527,1222,863,2019.04.28,2019明治安田生命J1リーグ 第9節,清水エスパルス,IAIスタジアム日本平,L,A,○ 2 - 0,2,0,18246,2019-04-28,2019,4,28,日,W,False
1528,1223,864,2019.05.03,2019明治安田生命J1リーグ 第10節,ジュビロ磐田,埼玉スタジアム2002,L,H,● 0 - 1,0,1,53361,2019-05-03,2019,5,3,金,L,False
1529,1224,,2019.05.07,AFCチャンピオンズリーグ2019 グループステージ MD5,ブリーラム・ユナイテッド,ブリーラムスタジアム,ACL,A,○ 2 - 1,2,1,10970,2019-05-07,2019,5,7,火,W,False
1530,1225,865,2019.05.12,2019明治安田生命J1リーグ 第11節,名古屋グランパス,豊田スタジアム,L,A,● 0 - 2,0,2,30839,2019-05-12,2019,5,12,日,L,False
1531,1226,866,2019.05.17,2019明治安田生命J1リーグ 第12節,湘南ベルマーレ,埼玉スタジアム2002,L,H,● 2 - 3,2,3,23221,2019-05-17,2019,5,17,金,L,False
1532,1227,,2019.05.21,AFCチャンピオンズリーグ2019 グループステージ MD6,北京国安,埼玉スタジアム2002,ACL,H,○ 3 - 0,3,0,22885,2019-05-21,2019,5,21,火,W,False
1533,1228,867,2019.05.26,2019明治安田生命J1リーグ 第13節,サンフレッチェ広島,埼玉スタジアム2002,L,H,● 0 - 4,0,4,33235,2019-05-26,2019,5,26,日,L,False
1534,1229,868,2019.06.01,2019明治安田生命J1リーグ 第14節,川崎フロンターレ,等々力陸上競技場,L,A,△ 1 - 1,1,1,24578,2019-06-01,2019,6,1,土,D,False
1535,1230,869,2019.06.15,2019明治安田生命J1リーグ 第15節,サガン鳥栖,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,28081,2019-06-15,2019,6,15,土,W,False
1536,1231,,2019.06.19,AFCチャンピオンズリーグ2019 ラウンド16 第1戦,蔚山現代,埼玉スタジアム2002,ACL,H,● 1 - 2,1,2,20741,2019-06-19,2019,6,19,水,L,False
1537,1232,,2019.06.26,AFCチャンピオンズリーグ2019 ラウンド16 第2戦,蔚山現代,蔚山文殊フットボールスタジアム,ACL,A,○ 3 - 0,3,0,3140,2019-06-26,2019,6,26,水,W,False
1538,1233,870,2019.06.30,2019明治安田生命J1リーグ 第17節,大分トリニータ,昭和電工ドーム大分,L,A,● 0 - 2,0,2,14519,2019-06-30,2019,6,30,日,L,False
1539,1234,,2019.07.03,天皇杯 JFA 第99回全日本サッカー選手権大会 2回戦,流通経済大学,浦和駒場スタジアム,E,N,○ 2 - 1,2,1,6691,2019-07-03,2019,7,3,水,W,False
1540,1235,871,2019.07.06,2019明治安田生命J1リーグ 第18節,ベガルタ仙台,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,28904,2019-07-06,2019,7,6,土,W,False
1541,1236,872,2019.07.13,2019明治安田生命J1リーグ 第19節,横浜F・マリノス,日産スタジアム,L,A,● 1 - 3,1,3,33673,2019-07-13,2019,7,13,土,L,False
1542,1237,873,2019.07.20,2019明治安田生命J1リーグ 第20節,ジュビロ磐田,エコパスタジアム,L,A,○ 3 - 1,3,1,23060,2019-07-20,2019,7,20,土,W,False
1543,1238,874,2019.07.31,2019明治安田生命J1リーグ 第16節,鹿島アントラーズ,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,37265,2019-07-31,2019,7,31,水,D,False
1544,1239,875,2019.08.04,2019明治安田生命J1リーグ 第21節,名古屋グランパス,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,37238,2019-08-04,2019,8,4,日,D,False
1545,1240,876,2019.08.10,2019明治安田生命J1リーグ 第22節,北海道コンサドーレ札幌,札幌ドーム,L,A,△ 1 - 1,1,1,35531,2019-08-10,2019,8,10,土,D,False
1546,1241,,2019.08.14,天皇杯 JFA 第99回全日本サッカー選手権大会 3回戦,水戸ホーリーホック,ケーズデンキスタジアム水戸,E,N,○ 2 - 1,2,1,8537,2019-08-14,2019,8,14,水,W,False
1547,1242,877,2019.08.17,2019明治安田生命J1リーグ 第23節,ヴィッセル神戸,ノエビアスタジアム神戸,L,A,● 0 - 3,0,3,22513,2019-08-17,2019,8,17,土,L,False
1548,1243,878,2019.08.23,2019明治安田生命J1リーグ 第24節,松本山雅FC,埼玉スタジアム2002,L,H,● 1 - 2,1,2,27038,2019-08-23,2019,8,23,金,L,False
1549,1244,,2019.08.27,AFCチャンピオンズリーグ2019 準々決勝 第1戦,上海上港,上海体育場,ACL,A,△ 2 - 2,2,2,24573,2019-08-27,2019,8,27,火,D,False
1550,1245,879,2019.09.01,2019明治安田生命J1リーグ 第25節,湘南ベルマーレ,Shonan BMW スタジアム平塚,L,A,△ 1 - 1,1,1,13569,2019-09-01,2019,9,1,日,D,False
1551,1246,,2019.09.04,2019JリーグYBCルヴァンカップ 準々決勝 第1戦,鹿島アントラーズ,埼玉スタジアム2002,LC,H,● 2 - 3,2,3,21148,2019-09-04,2019,9,4,水,L,False
1552,1247,,2019.09.08,2019JリーグYBCルヴァンカップ 準々決勝 第2戦,鹿島アントラーズ,県立カシマサッカースタジアム,LC,A,△ 2 - 2,2,2,14887,2019-09-08,2019,9,8,日,D,False
1553,1248,880,2019.09.13,2019明治安田生命J1リーグ 第26節,セレッソ大阪,埼玉スタジアム2002,L,H,● 1 - 2,1,2,22640,2019-09-13,2019,9,13,金,L,False
1554,1249,,2019.09.17,AFCチャンピオンズリーグ2019 準々決勝 第2戦,上海上港,埼玉スタジアム2002,ACL,H,△ 1 - 1,1,1,28533,2019-09-17,2019,9,17,火,D,False
1555,1250,,2019.09.25,天皇杯 JFA 第99回全日本サッカー選手権大会 ラウンド16(4回戦),Honda FC,埼玉スタジアム2002,E,N,● 0 - 2,0,2,11953,2019-09-25,2019,9,25,水,L,False
1556,1251,881,2019.09.28,2019明治安田生命J1リーグ 第27節,サガン鳥栖,駅前不動産スタジアム,L,A,△ 3 - 3,3,3,14099,2019-09-28,2019,9,28,土,D,False
1557,1252,,2019.10.02,AFCチャンピオンズリーグ2019 準決勝 第1戦,広州恒大,埼玉スタジアム2002,ACL,H,○ 2 - 0,2,0,30068,2019-10-02,2019,10,2,水,W,False
1558,1253,882,2019.10.06,2019明治安田生命J1リーグ 第28節,清水エスパルス,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,34131,2019-10-06,2019,10,6,日,W,False
1559,1254,883,2019.10.18,2019明治安田生命J1リーグ 第29節,大分トリニータ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,19698,2019-10-18,2019,10,18,金,L,False
1560,1255,,2019.10.23,AFCチャンピオンズリーグ2019 準決勝 第2戦,広州恒大,広州天河体育中心,ACL,A,○ 1 - 0,1,0,39999,2019-10-23,2019,10,23,水,W,False
1561,1256,884,2019.10.29,2019明治安田生命J1リーグ 第31節,サンフレッチェ広島,エディオンスタジアム広島,L,A,△ 1 - 1,1,1,6710,2019-10-29,2019,10,29,火,D,False
1562,1257,885,2019.11.01,2019明治安田生命J1リーグ 第30節,鹿島アントラーズ,県立カシマサッカースタジアム,L,A,● 0 - 1,0,1,14439,2019-11-01,2019,11,1,金,L,False
1563,1258,886,2019.11.05,2019明治安田生命J1リーグ 第32節,川崎フロンターレ,埼玉スタジアム2002,L,H,● 0 - 2,0,2,21817,2019-11-05,2019,11,5,火,L,False
1564,1259,,2019.11.09,AFCチャンピオンズリーグ2019 決勝 第1戦,アルヒラル,サウード国王大学スタジアム,ACL,A,● 0 - 1,0,1,22549,2019-11-09,2019,11,9,土,L,False
1565,1260,,2019.11.24,AFCチャンピオンズリーグ2019 決勝 第2戦,アルヒラル,埼玉スタジアム2002,ACL,H,● 0 - 2,0,2,58109,2019-11-24,2019,11,24,日,L,False
1566,1261,887,2019.11.30,2019明治安田生命J1リーグ 第33節,FC東京,味の素スタジアム,L,A,△ 1 - 1,1,1,40202,2019-11-30,2019,11,30,土,D,False
1567,1262,888,2019.12.07,2019明治安田生命J1リーグ 第34節,ガンバ大阪,埼玉スタジアム2002,L,H,● 2 - 3,2,3,47188,2019-12-07,2019,12,7,土,L,False
